ano;origem;destino;passageiros
2000;BLUMENAUSC;MARAVILHASC;439
2000;BLUMENAUSC;MASSARANDUBASC;8648
2000;BLUMENAUSC;MONTE CARLOSC;194
2000;BLUMENAUSC;NAVEGANTESSC;1368
2000;BLUMENAUSC;NOVA TRENTOSC;11355
2000;BLUMENAUSC;OTACÍLIO COSTASC;2407
2000;BLUMENAUSC;PALMEIRASC;23
2000;BLUMENAUSC;PENHASC;1323
2000;BLUMENAUSC;PINHALZINHOSC;840
2000;BLUMENAUSC;PIRATUBASC;1801
2000;BLUMENAUSC;POMERODESC;796724
2000;BLUMENAUSC;PONTE ALTASC;279
2000;BLUMENAUSC;PORTO BELOSC;32
2000;BLUMENAUSC;POUSO REDONDOSC;4873
2000;BLUMENAUSC;PRESIDENTE GETÚLIOSC;2102
2000;BLUMENAUSC;PRESIDENTE NEREUSC;25
2000;BLUMENAUSC;RIO DO OESTESC;923
2000;BLUMENAUSC;RIO DO SULSC;20540
2000;BLUMENAUSC;RIO NEGRINHOSC;758
2000;BLUMENAUSC;RODEIOSC;8139
2000;BLUMENAUSC;SANTA CECÍLIASC;853
2000;BLUMENAUSC;SEARASC;163
2000;BLUMENAUSC;SÃO BENTO DO SULSC;2373
2000;BLUMENAUSC;SÃO BONIFÁCIOSC;8
2000;BLUMENAUSC;SÃO JOÃO BATISTASC;4663
2000;BLUMENAUSC;SÃO MIGUEL DO OESTESC;1618
2000;BLUMENAUSC;TAIÓSC;1390
2000;BLUMENAUSC;TIJUCASSC;3261
2000;BLUMENAUSC;TIMBÓSC;34471
2000;BLUMENAUSC;TROMBUDO CENTRALSC;479
2000;BLUMENAUSC;TUBARÃOSC;4706
2000;BLUMENAUSC;VIDEIRASC;751
2000;BLUMENAUSC;XANXERÊSC;1975
2000;BLUMENAUSC;XAXIMSC;415
2000;BOCAINA DO SULSC;ALFREDO WAGNERSC;84
2000;BOCAINA DO SULSC;BOM RETIROSC;3661
2000;BOCAINA DO SULSC;FLORIANÓPOLISSC;423
2000;BOCAINA DO SULSC;ITUPORANGASC;25
2000;BOCAINA DO SULSC;LAGESSC;12505
2000;BOCAINA DO SULSC;PALHOÇASC;58
2000;BOCAINA DO SULSC;PETROLÂNDIASC;90
2000;BOCAINA DO SULSC;RANCHO QUEIMADOSC;26
2000;BOCAINA DO SULSC;SANTO AMARO DA IMPERATRIZSC;5
2000;BOCAINA DO SULSC;SÃO CARLOSSC;175
2000;BOCAINA DO SULSC;SÃO JOSÉSC;20
2000;BOCAINA DO SULSC;URUBICISC;565
2000;BOCAINA DO SULSC;ÁGUAS MORNASSC;35
2000;BOM JARDIM DA SERRASC;BRAÇO DO NORTESC;1063
2000;BOM JARDIM DA SERRASC;CHAPECÓSC;6
2000;BOM JARDIM DA SERRASC;CRICIÚMASC;743
2000;BOM JARDIM DA SERRASC;CURITIBANOSSC;7
2000;BOM JARDIM DA SERRASC;FLORIANÓPOLISSC;997
2000;BOM JARDIM DA SERRASC;GRAVATALSC;256
2000;BOM JARDIM DA SERRASC;IMBITUBASC;633
2000;BOM JARDIM DA SERRASC;JOAÇABASC;10
2000;BOM JARDIM DA SERRASC;LAGESSC;4951
2000;BOM JARDIM DA SERRASC;LAGUNASC;874
2000;BOM JARDIM DA SERRASC;LAURO MULLERSC;5615
2000;BOM JARDIM DA SERRASC;ORLEANSSC;2371
2000;BOM JARDIM DA SERRASC;PAINELSC;1107
2000;BOM JARDIM DA SERRASC;PALHOÇASC;439
2000;BOM JARDIM DA SERRASC;PAULO LOPESSC;962
2000;BOM JARDIM DA SERRASC;PINHALZINHOSC;4
2000;BOM JARDIM DA SERRASC;PONTE ALTASC;99
2000;BOM JARDIM DA SERRASC;PONTE SERRADASC;1
2000;BOM JARDIM DA SERRASC;SÃO JOAQUIMSC;12141
2000;BOM JARDIM DA SERRASC;SÃO LUDGEROSC;1388
2000;BOM JARDIM DA SERRASC;SÃO MIGUEL DO OESTESC;6
2000;BOM JARDIM DA SERRASC;TUBARÃOSC;252
2000;BOM JARDIM DA SERRASC;URUSSANGASC;461
2000;BOM JARDIM DA SERRASC;XANXERÊSC;11
2000;BOM JARDIM DA SERRASC;XAXIMSC;9
2000;BOM JESUS DO OESTESC;MARAVILHASC;10022
2000;BOM JESUS DO OESTESC;MODELOSC;7591
2000;BOM JESUS DO OESTESC;PINHALZINHOSC;2764
2000;BOM JESUS DO OESTESC;SAUDADESSC;92
2000;BOM JESUS DO OESTESC;SERRA ALTASC;542
2000;BOM JESUS DO OESTESC;SÃO CARLOSSC;143
2000;BOM JESUSSC;ABELARDO LUZSC;1889
2000;BOM JESUSSC;CHAPECÓSC;292
2000;BOM JESUSSC;CORDILHEIRA ALTASC;6
2000;BOM JESUSSC;GALVÃOSC;796
2000;BOM JESUSSC;IPUAÇUSC;4548
2000;BOM JESUSSC;JUPIÁSC;89
2000;BOM JESUSSC;RANCHO QUEIMADOSC;218
2000;BOM JESUSSC;SÃO DOMINGOSSC;2943
2000;BOM JESUSSC;SÃO LOURENÇO DO OESTESC;311
2000;BOM JESUSSC;XANXERÊSC;12872
2000;BOM JESUSSC;XAXIMSC;218
2000;BOM RETIROSC;ALFREDO WAGNERSC;12077
2000;BOM RETIROSC;BOCAINA DO SULSC;3661
2000;BOM RETIROSC;CORREIA PINTOSC;135
2000;BOM RETIROSC;CURITIBANOSSC;189
2000;BOM RETIROSC;FLORIANÓPOLISSC;11733
2000;BOM RETIROSC;FRAIBURGOSC;53
2000;BOM RETIROSC;LAGESSC;17903
2000;BOM RETIROSC;MONTE CARLOSC;23
2000;BOM RETIROSC;PALHOÇASC;2009
2000;BOM RETIROSC;PONTE ALTASC;55
2000;BOM RETIROSC;RANCHO QUEIMADOSC;624
2000;BOM RETIROSC;SANTO AMARO DA IMPERATRIZSC;550
2000;BOM RETIROSC;SÃO CARLOSSC;4461
2000;BOM RETIROSC;SÃO JOAQUIMSC;525
2000;BOM RETIROSC;SÃO JOSÉSC;461
2000;BOM RETIROSC;URUBICISC;5376
2000;BOM RETIROSC;VIDEIRASC;59
2000;BOM RETIROSC;ÁGUAS MORNASSC;451
2000;BOMBINHASSC;BALNEÁRIO CAMBORIÚSC;12278
2000;BOMBINHASSC;BLUMENAUSC;6
2000;BOMBINHASSC;GASPARSC;16
2000;BOMBINHASSC;ILHOTASC;25
2000;BOMBINHASSC;ITAJAÍSC;3501
2000;BOMBINHASSC;ITAPEMASC;6237
2000;BOMBINHASSC;PORTO BELOSC;48232
2000;BOMBINHASSC;TIJUCASSC;1086
2000;BOMBINHASSC;TUBARÃOSC;3646
2000;BOTUVERÁSC;BRUSQUESC;11361
2000;BOTUVERÁSC;ITAJAÍSC;75
2000;BOTUVERÁSC;PEDRAS GRANDESSC;22
2000;BOTUVERÁSC;VIDAL RAMOSSC;3392
2000;BRAÇO DO NORTESC;ANITÁPOLISSC;663
2000;BRAÇO DO NORTESC;BLUMENAUSC;1279
2000;BRAÇO DO NORTESC;BOM JARDIM DA SERRASC;1063
2000;BRAÇO DO NORTESC;CAMBORIÚSC;593
2000;BRAÇO DO NORTESC;CAMPOS NOVOSSC;26
2000;BRAÇO DO NORTESC;CAPIVARI DE BAIXOSC;402
2000;BRAÇO DO NORTESC;CHAPECÓSC;77
2000;BRAÇO DO NORTESC;CRICIÚMASC;3853
2000;BRAÇO DO NORTESC;CURITIBANOSSC;36
2000;BRAÇO DO NORTESC;FLORIANÓPOLISSC;3137
2000;BRAÇO DO NORTESC;GASPARSC;805
2000;BRAÇO DO NORTESC;GRAVATALSC;36880
2000;BRAÇO DO NORTESC;GRÃO PARÁSC;22493
2000;BRAÇO DO NORTESC;IMBITUBASC;269
2000;BRAÇO DO NORTESC;JOAÇABASC;91
2000;BRAÇO DO NORTESC;LAGESSC;309
2000;BRAÇO DO NORTESC;LAGUNASC;28
2000;BRAÇO DO NORTESC;LAURO MULLERSC;4114
2000;BRAÇO DO NORTESC;LUIZ ALVESSC;1441
2000;BRAÇO DO NORTESC;MARAVILHASC;26
2000;BRAÇO DO NORTESC;ORLEANSSC;8304
2000;BRAÇO DO NORTESC;PALHOÇASC;120
2000;BRAÇO DO NORTESC;PAPANDUVASC;6862
2000;BRAÇO DO NORTESC;PAULO LOPESSC;32
2000;BRAÇO DO NORTESC;PINHALZINHOSC;4
2000;BRAÇO DO NORTESC;PONTE ALTASC;713
2000;BRAÇO DO NORTESC;PONTE SERRADASC;21
2000;BRAÇO DO NORTESC;RIO FORTUNASC;10184
2000;BRAÇO DO NORTESC;SANTA ROSA DE LIMASC;1359
2000;BRAÇO DO NORTESC;SÃO JOAQUIMSC;163
2000;BRAÇO DO NORTESC;SÃO LUDGEROSC;18174
2000;BRAÇO DO NORTESC;SÃO MIGUEL DO OESTESC;39
2000;BRAÇO DO NORTESC;TUBARÃOSC;59332
2000;BRAÇO DO NORTESC;URUSSANGASC;3734
2000;BRAÇO DO NORTESC;XANXERÊSC;25
2000;BRAÇO DO NORTESC;XAXIMSC;1
2000;BRAÇO DO TROMBUDOSC;AGRONÔMICASC;43
2000;BRAÇO DO TROMBUDOSC;OTACÍLIO COSTASC;125
2000;BRAÇO DO TROMBUDOSC;RIO DO SULSC;7872
2000;BRAÇO DO TROMBUDOSC;TROMBUDO CENTRALSC;24502
2000;BRUNÓPOLISSC;CAMPOS NOVOSSC;6965
2000;BRUNÓPOLISSC;CATANDUVASSC;1
2000;BRUNÓPOLISSC;CAÇADORSC;8
2000;BRUNÓPOLISSC;CONCÓRDIASC;8
2000;BRUNÓPOLISSC;CORREIA PINTOSC;1
2000;BRUNÓPOLISSC;CURITIBANOSSC;12713
2000;BRUNÓPOLISSC;ERVAL VELHOSC;9
2000;BRUNÓPOLISSC;FRAIBURGOSC;299
2000;BRUNÓPOLISSC;IÇARASC;11
2000;BRUNÓPOLISSC;JABORÁSC;2
2000;BRUNÓPOLISSC;JOAÇABASC;75
2000;BRUNÓPOLISSC;MONTE CARLOSC;468
2000;BRUNÓPOLISSC;RIO DAS ANTASSC;2
2000;BRUNÓPOLISSC;VIDEIRASC;58
2000;BRUSQUESC;ANGELINASC;1473
2000;BRUSQUESC;APIÚNASC;755
2000;BRUSQUESC;ASCURRASC;627
2000;BRUSQUESC;BALNEÁRIO CAMBORIÚSC;57368
2000;BRUSQUESC;BALNEÁRIO PIÇARRASSC;1062
2000;BRUSQUESC;BARRA VELHASC;1078
2000;BRUSQUESC;BENEDITO NOVOSC;108
2000;BRUSQUESC;BIGUAÇUSC;532
2000;BRUSQUESC;BLUMENAUSC;69721
2000;BRUSQUESC;BOTUVERÁSC;11361
2000;BRUSQUESC;CAMPO ALEGRESC;45
2000;BRUSQUESC;CANELINHASC;26819
2000;BRUSQUESC;CANOINHASSC;185
2000;BRUSQUESC;DOUTOR PEDRINHOSC;12
2000;BRUSQUESC;FLORIANÓPOLISSC;23010
2000;BRUSQUESC;GASPARSC;79249
2000;BRUSQUESC;GUABIRUBASC;274156
2000;BRUSQUESC;IBIRAMASC;491
2000;BRUSQUESC;IMBUIASC;240
2000;BRUSQUESC;INDAIALSC;5737
2000;BRUSQUESC;ITAIÓPOLISSC;36
2000;BRUSQUESC;ITAJAÍSC;108478
2000;BRUSQUESC;ITAPEMASC;5057
2000;BRUSQUESC;ITUPORANGASC;444
2000;BRUSQUESC;JOINVILLESC;1476
2000;BRUSQUESC;LAGESSC;1419
2000;BRUSQUESC;MAFRASC;151
2000;BRUSQUESC;MAJOR GERCINOSC;1347
2000;BRUSQUESC;NOVA TRENTOSC;52922
2000;BRUSQUESC;PEDRAS GRANDESSC;3947
2000;BRUSQUESC;PORTO BELOSC;3751
2000;BRUSQUESC;POUSO REDONDOSC;491
2000;BRUSQUESC;RIO DO SULSC;2085
2000;BRUSQUESC;RIO NEGRINHOSC;50
2000;BRUSQUESC;SÃO BENTO DO SULSC;97
2000;BRUSQUESC;SÃO JOÃO BATISTASC;17931
2000;BRUSQUESC;TAIÓSC;1
2000;BRUSQUESC;TIJUCASSC;6973
2000;BRUSQUESC;TIMBÓSC;598
2000;BRUSQUESC;VIDAL RAMOSSC;2442
2000;CAIBISC;CHAPECÓSC;3353
2000;CAIBISC;DESCANSOSC;199
2000;CAIBISC;DIONÍSIO CERQUEIRASC;31
2000;CAIBISC;GUARACIABASC;28
2000;CAIBISC;GUARUJÁ DO SULSC;5
2000;CAIBISC;GUATAMBÚSC;1
2000;CAIBISC;IPORÃ DO OESTESC;769
2000;CAIBISC;ITAPIRANGASC;425
2000;CAIBISC;MONDAÍSC;5687
2000;CAIBISC;PALMITOSSC;11513
2000;CAIBISC;PLANALTO ALEGRESC;84
2000;CAIBISC;RIQUEZASC;11852
2000;CAIBISC;SÃO CARLOSSC;928
2000;CAIBISC;SÃO JOSÉ DO CEDROSC;22
2000;CAIBISC;SÃO MIGUEL DO OESTESC;490
2000;CAIBISC;ÁGUAS DE CHAPECÓSC;280
2000;CALMONSC;CAÇADORSC;22548
2000;CALMONSC;MATOS COSTASC;8205
2000;CALMONSC;PORTO UNIÃOSC;2812
2000;CAMBORIÚSC;BALNEÁRIO CAMBORIÚSC;86120
2000;CAMBORIÚSC;BLUMENAUSC;1649
2000;CAMBORIÚSC;BRAÇO DO NORTESC;593
2000;CAMBORIÚSC;CRICIÚMASC;66
2000;CAMBORIÚSC;FLORIANÓPOLISSC;72
2000;CAMBORIÚSC;GASPARSC;258
2000;CAMBORIÚSC;GRÃO PARÁSC;148
2000;CAMBORIÚSC;ILHOTASC;160
2000;CAMBORIÚSC;ITAJAÍSC;716380
2000;CAMBORIÚSC;ITAPEMASC;11130
2000;CAMBORIÚSC;ORLEANSSC;7
2000;CAMBORIÚSC;PORTO BELOSC;300
2000;CAMBORIÚSC;SÃO LUDGEROSC;31
2000;CAMBORIÚSC;TIJUCASSC;76
2000;CAMBORIÚSC;URUSSANGASC;11
2000;CAMPO ALEGRESC;BALNEÁRIO CAMBORIÚSC;141
2000;CAMPO ALEGRESC;BALNEÁRIO PIÇARRASSC;41
2000;CAMPO ALEGRESC;BARRA VELHASC;113
2000;CAMPO ALEGRESC;BRUSQUESC;45
2000;CAMPO ALEGRESC;CANOINHASSC;207
2000;CAMPO ALEGRESC;CAÇADORSC;277
2000;CAMPO ALEGRESC;CHAPECÓSC;13
2000;CAMPO ALEGRESC;FLORIANÓPOLISSC;437
2000;CAMPO ALEGRESC;ITAJAÍSC;261
2000;CAMPO ALEGRESC;JOAÇABASC;25
2000;CAMPO ALEGRESC;JOINVILLESC;29160
2000;CAMPO ALEGRESC;LEBON RÉGISSC;42
2000;CAMPO ALEGRESC;MAFRASC;2459
2000;CAMPO ALEGRESC;MARAVILHASC;1
2000;CAMPO ALEGRESC;MONTE CASTELOSC;268
2000;CAMPO ALEGRESC;PAPANDUVASC;49
2000;CAMPO ALEGRESC;PINHALZINHOSC;1
2000;CAMPO ALEGRESC;PONTE SERRADASC;10
2000;CAMPO ALEGRESC;RIO NEGRINHOSC;3531
2000;CAMPO ALEGRESC;SANTA CECÍLIASC;125
2000;CAMPO ALEGRESC;SÃO BENTO DO SULSC;78709
2000;CAMPO ALEGRESC;SÃO MIGUEL DO OESTESC;4
2000;CAMPO ALEGRESC;TANGARÁSC;13
2000;CAMPO ALEGRESC;TIJUCASSC;9
2000;CAMPO ALEGRESC;VIDEIRASC;71
2000;CAMPO ALEGRESC;XANXERÊSC;11
2000;CAMPO ALEGRESC;XAXIMSC;2
2000;CAMPO BELO DO SULSC;ABDON BATISTASC;2904
2000;CAMPO BELO DO SULSC;ANITA GARIBALDISC;3491
2000;CAMPO BELO DO SULSC;CAMPOS NOVOSSC;87
2000;CAMPO BELO DO SULSC;CAPÃO ALTOSC;1917
2000;CAMPO BELO DO SULSC;CELSO RAMOSSC;75
2000;CAMPO BELO DO SULSC;CERRO NEGROSC;24967
2000;CAMPO BELO DO SULSC;LAGESSC;32180
2000;CAMPO ERÊSC;ANCHIETASC;1836
2000;CAMPO ERÊSC;CAMPOS NOVOSSC;35
2000;CAMPO ERÊSC;CHAPECÓSC;3413
2000;CAMPO ERÊSC;CONCÓRDIASC;290
2000;CAMPO ERÊSC;CORONEL FREITASSC;311
2000;CAMPO ERÊSC;DESCANSOSC;64
2000;CAMPO ERÊSC;DIONÍSIO CERQUEIRASC;2280
2000;CAMPO ERÊSC;FLORIANÓPOLISSC;825
2000;CAMPO ERÊSC;FORMOSA DO SULSC;321
2000;CAMPO ERÊSC;GALVÃOSC;63
2000;CAMPO ERÊSC;GUARACIABASC;231
2000;CAMPO ERÊSC;IPORÃ DO OESTESC;85
2000;CAMPO ERÊSC;IPUAÇUSC;1
2000;CAMPO ERÊSC;ITAPIRANGASC;279
2000;CAMPO ERÊSC;JOAÇABASC;110
2000;CAMPO ERÊSC;LAGESSC;22
2000;CAMPO ERÊSC;MODELOSC;1920
2000;CAMPO ERÊSC;NOVA ERECHIMSC;115
2000;CAMPO ERÊSC;NOVA ITABERABASC;135
2000;CAMPO ERÊSC;NOVO HORIZONTESC;161
2000;CAMPO ERÊSC;PALMA SOLASC;15504
2000;CAMPO ERÊSC;PINHALZINHOSC;1310
2000;CAMPO ERÊSC;QUILOMBOSC;444
2000;CAMPO ERÊSC;RIO DAS ANTASSC;60
2000;CAMPO ERÊSC;SALTINHOSC;12737
2000;CAMPO ERÊSC;SEARASC;222
2000;CAMPO ERÊSC;SERRA ALTASC;1364
2000;CAMPO ERÊSC;SÃO BERNARDINOSC;158
2000;CAMPO ERÊSC;SÃO DOMINGOSSC;6
2000;CAMPO ERÊSC;SÃO LOURENÇO DO OESTESC;25581
2000;CAMPO ERÊSC;SÃO MIGUEL DO OESTESC;973
2000;CAMPO ERÊSC;XANXERÊSC;186
2000;CAMPOS NOVOSSC;ABDON BATISTASC;12247
2000;CAMPOS NOVOSSC;ANITA GARIBALDISC;6598
2000;CAMPOS NOVOSSC;BALNEÁRIO CAMBORIÚSC;2151
2000;CAMPOS NOVOSSC;BLUMENAUSC;2010
2000;CAMPOS NOVOSSC;BRAÇO DO NORTESC;26
2000;CAMPOS NOVOSSC;BRUNÓPOLISSC;6965
2000;CAMPOS NOVOSSC;CAMPO BELO DO SULSC;87
2000;CAMPOS NOVOSSC;CAMPO ERÊSC;35
2000;CAMPOS NOVOSSC;CAPINZALSC;7502
2000;CAMPOS NOVOSSC;CATANDUVASSC;654
2000;CAMPOS NOVOSSC;CAÇADORSC;95
2000;CAMPOS NOVOSSC;CELSO RAMOSSC;5362
2000;CAMPOS NOVOSSC;CHAPECÓSC;1575
2000;CAMPOS NOVOSSC;CONCÓRDIASC;716
2000;CAMPOS NOVOSSC;CORDILHEIRA ALTASC;2
2000;CAMPOS NOVOSSC;CORREIA PINTOSC;331
2000;CAMPOS NOVOSSC;CRICIÚMASC;232
2000;CAMPOS NOVOSSC;CURITIBANOSSC;20527
2000;CAMPOS NOVOSSC;DESCANSOSC;1
2000;CAMPOS NOVOSSC;DIONÍSIO CERQUEIRASC;47
2000;CAMPOS NOVOSSC;ERVAL VELHOSC;26875
2000;CAMPOS NOVOSSC;FAXINAL DOS GUEDESSC;34
2000;CAMPOS NOVOSSC;FLORIANÓPOLISSC;3972
2000;CAMPOS NOVOSSC;FRAIBURGOSC;7057
2000;CAMPOS NOVOSSC;GALVÃOSC;6
2000;CAMPOS NOVOSSC;GASPARSC;103
2000;CAMPOS NOVOSSC;GRAVATALSC;1
2000;CAMPOS NOVOSSC;GUARAMIRIMSC;31
2000;CAMPOS NOVOSSC;HERVAL D'OESTESC;283
2000;CAMPOS NOVOSSC;IBIAMSC;2527
2000;CAMPOS NOVOSSC;IBIRAMASC;192
2000;CAMPOS NOVOSSC;INDAIALSC;154
2000;CAMPOS NOVOSSC;IPUAÇUSC;2
2000;CAMPOS NOVOSSC;ITAJAÍSC;582
2000;CAMPOS NOVOSSC;ITAPEMASC;142
2000;CAMPOS NOVOSSC;IÇARASC;677
2000;CAMPOS NOVOSSC;JABORÁSC;165
2000;CAMPOS NOVOSSC;JARAGUÁ DO SULSC;255
2000;CAMPOS NOVOSSC;JOAÇABASC;22274
2000;CAMPOS NOVOSSC;JOINVILLESC;786
2000;CAMPOS NOVOSSC;LAGESSC;8117
2000;CAMPOS NOVOSSC;LAURO MULLERSC;10
2000;CAMPOS NOVOSSC;LEBON RÉGISSC;59
2000;CAMPOS NOVOSSC;MAJOR GERCINOSC;684
2000;CAMPOS NOVOSSC;MARAVILHASC;120
2000;CAMPOS NOVOSSC;MASSARANDUBASC;137
2000;CAMPOS NOVOSSC;MONTE CARLOSC;17539
2000;CAMPOS NOVOSSC;ORLEANSSC;32
2000;CAMPOS NOVOSSC;PINHALZINHOSC;64
2000;CAMPOS NOVOSSC;PINHEIRO PRETOSC;217
2000;CAMPOS NOVOSSC;PIRATUBASC;597
2000;CAMPOS NOVOSSC;PONTE ALTASC;119
2000;CAMPOS NOVOSSC;PONTE SERRADASC;260
2000;CAMPOS NOVOSSC;RIO DO SULSC;1338
2000;CAMPOS NOVOSSC;RIO DOS CEDROSSC;8
2000;CAMPOS NOVOSSC;SEARASC;3
2000;CAMPOS NOVOSSC;SÃO CRISTOVÃO DO SULSC;33
2000;CAMPOS NOVOSSC;SÃO DOMINGOSSC;7
2000;CAMPOS NOVOSSC;SÃO JOAQUIMSC;4302
2000;CAMPOS NOVOSSC;SÃO JOSÉ DO CEDROSC;2
2000;CAMPOS NOVOSSC;SÃO JOSÉ DO CERRITOSC;4868
2000;CAMPOS NOVOSSC;SÃO LOURENÇO DO OESTESC;39
2000;CAMPOS NOVOSSC;SÃO LUDGEROSC;4
2000;CAMPOS NOVOSSC;SÃO MIGUEL DO OESTESC;275
2000;CAMPOS NOVOSSC;TANGARÁSC;1853
2000;CAMPOS NOVOSSC;TUBARÃOSC;226
2000;CAMPOS NOVOSSC;VARGEM BONITASC;160
2000;CAMPOS NOVOSSC;VARGEMSC;10243
2000;CAMPOS NOVOSSC;VARGEÃOSC;24
2000;CAMPOS NOVOSSC;VIDEIRASC;2466
2000;CAMPOS NOVOSSC;XANXERÊSC;710
2000;CAMPOS NOVOSSC;XAXIMSC;123
2000;CAMPOS NOVOSSC;ZORTÉASC;6036
2000;CANELINHASC;APIÚNASC;26
2000;CANELINHASC;ASCURRASC;7
2000;CANELINHASC;BIGUAÇUSC;921
2000;CANELINHASC;BLUMENAUSC;1613
2000;CANELINHASC;BRUSQUESC;26819
2000;CANELINHASC;FLORIANÓPOLISSC;13612
2000;CANELINHASC;GASPARSC;329
2000;CANELINHASC;IBIRAMASC;192
2000;CANELINHASC;IMBUIASC;15
2000;CANELINHASC;INDAIALSC;293
2000;CANELINHASC;ITUPORANGASC;36
2000;CANELINHASC;LAGESSC;79
2000;CANELINHASC;MAJOR GERCINOSC;281
2000;CANELINHASC;NOVA TRENTOSC;5864
2000;CANELINHASC;RIO DO SULSC;43
2000;CANELINHASC;SÃO JOÃO BATISTASC;34429
2000;CANELINHASC;TIJUCASSC;73501
2000;CANELINHASC;TIMBÓSC;8
2000;CANOINHASSC;BALNEÁRIO CAMBORIÚSC;2906
2000;CANOINHASSC;BALNEÁRIO PIÇARRASSC;397
2000;CANOINHASSC;BARRA VELHASC;700
2000;CANOINHASSC;BELA VISTA DO TOLDOSC;31312
2000;CANOINHASSC;BENEDITO NOVOSC;83
2000;CANOINHASSC;BLUMENAUSC;97
2000;CANOINHASSC;BRUSQUESC;185
2000;CANOINHASSC;CAMPO ALEGRESC;207
2000;CANOINHASSC;CORREIA PINTOSC;155
2000;CANOINHASSC;CURITIBANOSSC;827
2000;CANOINHASSC;DOUTOR PEDRINHOSC;34
2000;CANOINHASSC;FLORIANÓPOLISSC;5557
2000;CANOINHASSC;GASPARSC;12
2000;CANOINHASSC;INDAIALSC;67
2000;CANOINHASSC;IRINEÓPOLISSC;32959
2000;CANOINHASSC;ITAIÓPOLISSC;160
2000;CANOINHASSC;ITAJAÍSC;1375
2000;CANOINHASSC;JOINVILLESC;6663
2000;CANOINHASSC;LAGESSC;865
2000;CANOINHASSC;MAFRASC;38124
2000;CANOINHASSC;MAJOR VIEIRASC;45090
2000;CANOINHASSC;MONTE CASTELOSC;10715
2000;CANOINHASSC;PAPANDUVASC;2878
2000;CANOINHASSC;PONTE ALTASC;87
2000;CANOINHASSC;PORTO UNIÃOSC;18471
2000;CANOINHASSC;RIO NEGRINHOSC;1548
2000;CANOINHASSC;SANTA CECÍLIASC;1369
2000;CANOINHASSC;SÃO BENTO DO SULSC;8937
2000;CANOINHASSC;TAIÓSC;9
2000;CANOINHASSC;TIJUCASSC;137
2000;CANOINHASSC;TIMBÓ GRANDESC;7203
2000;CANOINHASSC;TIMBÓSC;74
2000;CANOINHASSC;TRÊS BARRASSC;469807
2000;CAPINZALSC;CAMPOS NOVOSSC;7502
2000;CAPINZALSC;CAÇADORSC;529
2000;CAPINZALSC;IBICARÉSC;134
2000;CAPINZALSC;IPIRASC;525
2000;CAPINZALSC;JOAÇABASC;47874
2000;CAPINZALSC;LACERDÓPOLISSC;7070
2000;CAPINZALSC;LUZERNASC;121
2000;CAPINZALSC;OUROSC;14099
2000;CAPINZALSC;PINHEIRO PRETOSC;51
2000;CAPINZALSC;PIRATUBASC;37038
2000;CAPINZALSC;PORTO UNIÃOSC;2
2000;CAPINZALSC;RIO DAS ANTASSC;48
2000;CAPINZALSC;TANGARÁSC;219
2000;CAPINZALSC;VIDEIRASC;882
2000;CAPINZALSC;ZORTÉASC;23109
2000;CAPIVARI DE BAIXOSC;ARMAZÉMSC;10
2000;CAPIVARI DE BAIXOSC;BRAÇO DO NORTESC;402
2000;CAPIVARI DE BAIXOSC;FLORIANÓPOLISSC;1983
2000;CAPIVARI DE BAIXOSC;GRAVATALSC;60007
2000;CAPIVARI DE BAIXOSC;IMARUÍSC;6395
2000;CAPIVARI DE BAIXOSC;IMBITUBASC;201
2000;CAPIVARI DE BAIXOSC;JAGUARUNASC;64
2000;CAPIVARI DE BAIXOSC;LAGUNASC;122758
2000;CAPIVARI DE BAIXOSC;LAURO MULLERSC;25
2000;CAPIVARI DE BAIXOSC;MORRO DA FUMAÇASC;234
2000;CAPIVARI DE BAIXOSC;ORLEANSSC;22
2000;CAPIVARI DE BAIXOSC;PALHOÇASC;157
2000;CAPIVARI DE BAIXOSC;PAULO LOPESSC;35
2000;CAPIVARI DE BAIXOSC;PESCARIA BRAVASC;3212
2000;CAPIVARI DE BAIXOSC;SÃO LUDGEROSC;86
2000;CAPIVARI DE BAIXOSC;TUBARÃOSC;525720
2000;CAPÃO ALTOSC;ABDON BATISTASC;28
2000;CAPÃO ALTOSC;ANITA GARIBALDISC;160
2000;CAPÃO ALTOSC;CAMPO BELO DO SULSC;1917
2000;CAPÃO ALTOSC;CELSO RAMOSSC;4
2000;CAPÃO ALTOSC;CERRO NEGROSC;47
2000;CAPÃO ALTOSC;LAGESSC;10805
2000;CATANDUVASSC;BRUNÓPOLISSC;1
2000;CATANDUVASSC;CAMPOS NOVOSSC;654
2000;CATANDUVASSC;CAÇADORSC;1701
2000;CATANDUVASSC;CHAPECÓSC;330
2000;CATANDUVASSC;CONCÓRDIASC;4144
2000;CATANDUVASSC;CORDILHEIRA ALTASC;1483
2000;CATANDUVASSC;CORREIA PINTOSC;15
2000;CATANDUVASSC;CURITIBANOSSC;81
2000;CATANDUVASSC;ERVAL VELHOSC;167
2000;CATANDUVASSC;FAXINAL DOS GUEDESSC;425
2000;CATANDUVASSC;IBICARÉSC;33
2000;CATANDUVASSC;IRANISC;3781
2000;CATANDUVASSC;IÇARASC;346
2000;CATANDUVASSC;JABORÁSC;11473
2000;CATANDUVASSC;JOAÇABASC;27886
2000;CATANDUVASSC;LAGESSC;167
2000;CATANDUVASSC;LAGUNASC;2
2000;CATANDUVASSC;LUZERNASC;72
